"Pacific
(NSA)"	100.00 	100.91 	100.98 	101.04 	100.95 	100.60 	100.13 	100.31 	99.45 	100.18 	100.31 	100.58 	100.75 	100.81 	100.66 	99.89 	100.11 	99.64 	99.55 	100.06 	100.50 	99.26 	99.33 	99.14 	98.08 	97.51 	97.75 	98.05 	98.21 	98.41 	97.30 	98.09 	97.69 	98.10 	97.45 	97.26 	97.45 	96.89 	97.32 	98.22 	97.83 	98.62 	98.74 	98.55 	98.52 	98.06 	97.38 	97.64 	96.97 	97.94 	97.36 	97.15 	97.90 	98.47 	98.61 	98.86 	98.27 	97.91 	97.58 	97.04 	97.81 	97.73 	99.00 	98.84 	99.64 	100.22 	100.38 	99.97 	99.80 	99.87 	99.44 	99.30 	99.35 	99.38 	100.63 	101.66 	102.47 	102.87 	103.75 	104.11 	103.65 	103.96 	104.32 	103.88 	103.97 	105.54 	106.79 	108.46 	109.45 	110.42 	110.48 	111.28 	111.26 	111.60 	112.61 	111.51 	112.48 	113.24 	114.53 	115.58 	116.86 	118.11 	117.84 	118.82 	119.04 	119.59 	119.69 	120.25 	122.21 	121.66 	123.66 	124.74 	126.54 	127.59 	127.90 	129.34 	129.94 	130.63 	132.14 	132.83 	133.30 	135.10 	137.18 	137.91 	139.44 	140.61 	141.19 	142.08 	143.41 	143.04 	143.46 	145.14 	146.16 	147.68 	149.70 	151.21 	153.75 	155.70 	157.40 	158.83 	160.02 	161.39 	162.12 	163.47 	165.31 	166.84 	168.71 	170.41 	172.85 	174.00 	176.57 	177.50 	179.11 	181.02 	184.01 	185.59 	188.61 	190.14 	192.27 	193.18 	196.53 	200.25 	202.91 	205.59 	208.09 	209.28 	213.14 	216.54 	216.33 	219.33 	221.96 	224.82 	230.61 	232.40 	235.29 	237.25 	242.44 	242.69 	244.61 	248.07 	249.59 	250.51 	251.75 	254.07 	256.06 	257.53 	258.45 	258.08 	258.88 	257.41 	257.27 	257.23 	259.18 	258.05 	262.76 	262.55 	261.48 	261.30 	259.62 	255.97 	253.66 	248.12 	241.96 	238.09 	231.68 	232.20 	225.98 	221.76 	219.23 	216.01 	211.53 	205.46 	201.45 	194.93 	188.45 	186.00 	181.23 	186.23 	183.57 	182.95 	186.96 	189.10 	191.16 	190.68 	188.91 	191.04 	191.52 	185.07 	182.54 	187.28 
"Pacific
(SA)"	100.00 	100.90 	100.67 	100.44 	100.05 	99.95 	99.61 	99.74 	99.28 	99.65 	100.05 	100.44 	100.73 	100.86 	100.42 	99.39 	99.37 	98.93 	98.99 	99.37 	100.22 	98.72 	99.06 	99.02 	98.07 	97.66 	97.59 	97.64 	97.60 	97.62 	96.63 	97.28 	97.24 	97.57 	97.26 	97.24 	97.52 	97.21 	97.21 	97.85 	97.24 	97.72 	97.86 	97.60 	97.95 	97.56 	97.29 	97.79 	97.13 	98.41 	97.28 	96.74 	97.24 	97.45 	97.55 	97.83 	97.65 	97.46 	97.57 	97.35 	98.13 	98.28 	98.93 	98.36 	98.84 	99.05 	99.22 	98.87 	99.20 	99.48 	99.47 	99.76 	99.77 	99.94 	100.51 	101.12 	101.52 	101.58 	102.59 	102.98 	103.08 	103.65 	104.34 	104.41 	104.46 	106.06 	106.59 	107.85 	108.32 	109.00 	109.36 	110.13 	110.72 	111.34 	112.60 	112.04 	112.99 	113.68 	114.25 	114.93 	115.63 	116.62 	116.78 	117.69 	118.51 	119.36 	119.65 	120.68 	122.68 	121.98 	123.31 	124.11 	125.27 	126.08 	126.85 	128.23 	129.37 	130.39 	132.07 	133.13 	133.66 	135.27 	136.74 	137.39 	138.17 	139.09 	140.05 	140.97 	142.76 	142.78 	143.32 	145.28 	146.42 	147.73 	149.22 	150.83 	152.47 	154.22 	156.09 	157.70 	159.16 	161.08 	161.91 	163.46 	165.54 	166.77 	168.26 	170.14 	171.51 	172.47 	175.02 	176.28 	177.95 	180.68 	183.79 	185.56 	188.91 	190.00 	191.88 	192.93 	195.04 	198.50 	200.95 	204.17 	206.44 	208.86 	213.08 	216.64 	217.00 	219.07 	221.66 	224.55 	228.88 	230.14 	232.72 	235.42 	240.12 	242.16 	244.93 	248.60 	250.95 	250.07 	251.62 	253.85 	254.03 	254.66 	255.13 	255.78 	255.95 	256.66 	258.12 	258.27 	261.43 	257.48 	262.94 	262.49 	259.32 	257.94 	255.69 	253.23 	250.45 	247.15 	243.17 	239.61 	234.34 	231.71 	226.37 	221.86 	217.34 	212.92 	207.87 	202.92 	198.75 	193.95 	189.57 	187.51 	183.78 	185.85 	184.04 	183.18 	185.33 	186.19 	187.55 	188.05 	186.28 	189.94 	192.73 	186.79 	185.39 	186.95 
"South Atlantic
(NSA)"	100.00 	100.33 	100.76 	101.04 	100.77 	101.14 	100.83 	100.65 	100.35 	101.14 	101.91 	101.97 	101.89 	102.44 	102.54 	102.21 	101.90 	102.05 	102.38 	103.41 	103.76 	104.01 	104.06 	103.06 	102.70 	102.37 	103.24 	103.99 	103.99 	104.85 	104.79 	105.10 	105.44 	105.40 	105.70 	106.00 	105.75 	105.73 	106.43 	107.03 	107.16 	107.82 	108.22 	108.54 	108.58 	108.69 	109.22 	108.58 	108.71 	109.35 	109.25 	109.54 	109.59 	110.60 	111.15 	111.35 	111.67 	111.47 	111.86 	111.75 	112.40 	112.20 	113.23 	113.41 	113.86 	114.29 	114.73 	114.79 	115.02 	114.91 	115.10 	114.91 	115.49 	115.92 	116.85 	116.71 	117.25 	118.00 	117.63 	118.52 	118.32 	118.89 	118.90 	119.04 	119.62 	120.47 	120.87 	121.42 	121.96 	122.99 	123.20 	123.58 	124.45 	124.34 	124.62 	124.71 	125.79 	126.36 	126.79 	127.93 	128.80 	129.14 	129.77 	130.46 	130.41 	131.49 	131.20 	131.37 	132.74 	133.35 	133.96 	134.93 	136.00 	137.32 	138.10 	138.04 	139.02 	139.38 	139.45 	140.35 	141.50 	142.43 	143.60 	144.76 	145.60 	146.81 	147.74 	148.41 	148.96 	149.89 	150.04 	151.13 	151.87 	153.13 	153.73 	154.90 	156.67 	158.05 	159.09 	159.45 	161.14 	161.56 	162.47 	163.68 	163.54 	165.40 	166.91 	167.77 	169.34 	170.97 	172.58 	173.17 	174.50 	175.18 	176.68 	178.11 	178.81 	180.94 	183.09 	184.73 	187.16 	189.77 	192.14 	193.19 	194.24 	196.67 	198.37 	201.08 	201.83 	204.09 	208.64 	210.30 	213.45 	215.57 	217.68 	219.28 	221.59 	222.16 	225.71 	226.39 	226.86 	228.11 	230.18 	230.74 	230.08 	230.74 	230.45 	230.17 	231.40 	232.38 	233.14 	233.87 	232.34 	235.09 	235.42 	237.28 	236.48 	236.08 	233.94 	233.94 	233.69 	231.74 	229.42 	226.74 	223.55 	224.20 	225.10 	225.05 	221.13 	220.63 	219.10 	215.69 	210.69 	208.05 	203.46 	199.11 	206.15 	205.56 	203.59 	203.79 	205.39 	206.10 	208.31 	203.55 	203.11 	198.84 	202.42 	193.29 	192.69 	189.86 
"South Atlantic
(SA)"	100.00 	100.59 	100.62 	100.76 	100.72 	100.61 	100.61 	100.31 	100.05 	101.02 	101.53 	101.99 	102.00 	102.68 	102.45 	101.95 	101.93 	101.54 	102.17 	103.02 	103.36 	103.81 	103.62 	103.11 	102.87 	102.60 	103.19 	103.80 	104.03 	104.35 	104.48 	104.65 	104.96 	105.17 	105.26 	106.14 	105.97 	105.98 	106.42 	106.89 	107.18 	107.31 	107.78 	108.03 	108.08 	108.44 	108.85 	108.79 	108.93 	109.60 	109.26 	109.43 	109.53 	110.06 	110.60 	110.79 	111.18 	111.24 	111.61 	112.06 	112.61 	112.40 	113.24 	113.28 	113.71 	113.69 	114.11 	114.21 	114.56 	114.70 	115.01 	115.30 	115.67 	116.05 	116.85 	116.56 	117.00 	117.34 	116.98 	117.96 	117.89 	118.69 	118.94 	119.49 	119.78 	120.54 	120.87 	121.23 	121.62 	122.27 	122.51 	123.03 	124.04 	124.11 	124.79 	125.18 	125.94 	126.40 	126.79 	127.71 	128.39 	128.36 	129.03 	129.93 	129.97 	131.24 	131.44 	131.80 	132.92 	133.40 	133.97 	134.71 	135.54 	136.49 	137.28 	137.52 	138.56 	139.12 	139.70 	140.70 	141.77 	142.51 	143.58 	144.58 	145.10 	145.95 	146.80 	147.92 	148.43 	149.65 	150.28 	151.35 	152.27 	153.28 	153.61 	154.74 	156.14 	157.15 	158.07 	158.96 	160.60 	161.35 	162.62 	163.79 	164.11 	165.65 	166.63 	167.58 	168.75 	170.02 	171.51 	172.73 	173.93 	175.00 	176.74 	178.14 	179.62 	181.28 	182.65 	184.36 	186.45 	188.72 	191.05 	192.72 	193.63 	196.48 	198.34 	201.19 	203.02 	204.56 	208.04 	209.54 	212.60 	214.27 	216.42 	218.68 	220.94 	221.97 	225.70 	226.80 	228.57 	228.80 	229.56 	229.48 	229.05 	229.13 	228.96 	229.33 	230.66 	232.25 	233.14 	234.89 	234.43 	236.08 	234.92 	235.62 	235.30 	234.09 	232.01 	232.79 	232.84 	231.74 	229.44 	228.47 	225.83 	225.47 	224.85 	223.24 	219.82 	218.42 	216.87 	214.36 	209.73 	208.19 	203.46 	201.28 	208.42 	207.07 	203.51 	202.04 	204.07 	203.78 	205.75 	202.05 	202.11 	199.12 	202.40 	195.89 	194.86 	191.50 
"West North Central
(NSA)"	100.00 	100.47 	100.15 	100.52 	100.36 	100.88 	100.91 	101.27 	101.33 	101.52 	101.73 	102.54 	101.83 	102.41 	103.52 	103.53 	103.78 	104.75 	105.16 	105.32 	105.91 	105.51 	105.83 	105.96 	106.63 	107.09 	106.80 	108.10 	108.76 	110.04 	110.20 	111.17 	111.59 	111.71 	112.43 	113.16 	112.86 	112.94 	114.44 	114.96 	115.47 	115.92 	116.64 	117.31 	116.88 	116.78 	117.66 	117.12 	116.51 	117.64 	118.16 	119.18 	119.77 	120.65 	121.20 	121.80 	122.31 	122.30 	122.11 	122.63 	122.13 	123.21 	124.26 	124.87 	125.61 	126.01 	126.49 	126.76 	127.08 	126.94 	127.42 	127.53 	127.13 	127.11 	128.59 	128.88 	130.16 	130.04 	131.30 	131.14 	131.44 	132.02 	131.79 	131.61 	132.86 	133.70 	134.07 	134.13 	135.84 	136.98 	138.04 	138.13 	138.63 	139.14 	140.76 	141.61 	141.71 	141.65 	143.28 	144.55 	145.72 	147.01 	147.47 	148.57 	148.05 	148.26 	148.79 	149.37 	149.66 	151.19 	152.69 	154.25 	155.51 	156.71 	157.50 	158.50 	159.00 	159.42 	159.34 	159.68 	160.88 	160.80 	163.02 	165.18 	166.69 	168.01 	169.50 	169.52 	170.18 	170.25 	170.31 	170.89 	171.18 	171.15 	173.55 	175.11 	176.43 	178.77 	179.30 	180.22 	180.89 	180.95 	181.25 	181.76 	182.15 	182.57 	185.07 	185.53 	187.19 	189.02 	190.15 	191.19 	192.15 	191.38 	192.04 	190.84 	192.37 	192.94 	194.73 	195.99 	198.50 	199.92 	201.43 	201.55 	201.58 	202.29 	203.20 	201.76 	201.18 	202.37 	204.17 	206.91 	208.70 	210.28 	210.97 	211.30 	211.42 	211.57 	211.13 	210.81 	211.72 	211.24 	212.79 	214.11 	216.29 	217.45 	217.59 	217.91 	217.19 	216.55 	216.01 	213.20 	214.10 	216.51 	217.42 	218.79 	219.57 	220.09 	219.84 	218.47 	218.50 	215.03 	214.68 	213.56 	210.23 	212.17 	213.03 	212.98 	213.20 	215.46 	213.59 	212.27 	210.47 	209.81 	203.15 	205.52 	204.94 	207.55 	205.34 	207.63 	209.90 	210.83 	209.94 	209.45 	208.53 	208.72 	206.68 	203.42 	201.49 	200.91 
"West North Central
(SA)"	100.00 	100.91 	100.11 	100.35 	100.30 	100.11 	100.40 	100.82 	100.68 	101.38 	101.51 	102.89 	101.99 	102.69 	103.49 	103.35 	103.70 	104.04 	104.60 	104.74 	105.24 	105.37 	105.67 	106.21 	107.01 	107.32 	106.77 	107.94 	108.60 	109.36 	109.57 	110.46 	110.91 	111.53 	112.35 	113.33 	113.43 	113.24 	114.42 	114.78 	115.16 	115.27 	115.92 	116.52 	116.22 	116.56 	117.60 	117.21 	117.20 	118.06 	118.14 	118.99 	119.33 	120.00 	120.37 	121.00 	121.66 	122.04 	122.04 	122.68 	122.85 	123.80 	124.28 	124.66 	125.05 	125.31 	125.55 	125.94 	126.48 	126.65 	127.36 	127.59 	127.85 	127.88 	128.63 	128.64 	129.52 	129.26 	130.25 	130.29 	130.87 	131.73 	131.74 	131.73 	133.54 	134.68 	134.15 	133.86 	135.12 	136.06 	136.86 	137.18 	138.04 	138.83 	140.76 	141.83 	142.38 	142.84 	143.42 	144.23 	144.94 	145.88 	146.14 	147.47 	147.38 	147.93 	148.84 	149.71 	150.37 	152.57 	152.94 	153.91 	154.69 	155.37 	156.02 	157.20 	158.17 	159.07 	159.45 	160.17 	161.73 	162.32 	163.36 	164.86 	165.83 	166.45 	167.85 	168.02 	169.16 	169.81 	170.46 	171.53 	172.22 	172.79 	174.02 	174.85 	175.48 	177.05 	177.43 	178.55 	179.71 	180.42 	181.43 	182.55 	183.46 	184.33 	185.66 	185.34 	186.10 	187.10 	188.06 	189.36 	190.87 	190.75 	192.23 	191.77 	194.03 	194.72 	195.43 	195.79 	197.22 	197.79 	199.13 	199.57 	200.20 	201.61 	203.44 	202.87 	203.31 	204.14 	204.89 	206.67 	207.24 	207.83 	208.48 	209.19 	209.97 	210.80 	211.49 	212.19 	214.37 	213.01 	213.51 	213.75 	214.61 	214.68 	214.96 	215.78 	215.70 	215.67 	216.46 	214.82 	217.15 	218.34 	218.08 	218.36 	217.75 	216.99 	217.13 	216.34 	217.04 	214.08 	215.17 	215.44 	213.47 	213.99 	213.61 	212.51 	211.33 	212.24 	210.95 	210.22 	209.07 	208.79 	203.59 	207.48 	208.27 	209.39 	205.84 	207.16 	208.03 	207.57 	207.31 	207.44 	207.14 	207.66 	207.14 	205.43 	204.85 	202.71 
"West South Central
(NSA)"	100.00 	99.43 	100.81 	100.47 	100.79 	102.12 	101.55 	101.47 	102.17 	101.26 	101.69 	101.79 	102.11 	102.92 	102.20 	102.84 	103.00 	103.88 	104.14 	104.82 	104.46 	105.34 	106.12 	105.01 	105.06 	105.42 	106.10 	106.78 	107.46 	108.45 	108.96 	109.20 	109.33 	110.03 	110.09 	110.52 	110.27 	110.87 	111.92 	111.84 	112.96 	113.25 	113.13 	113.50 	113.35 	113.41 	113.49 	113.04 	113.17 	113.45 	113.52 	115.02 	115.40 	115.35 	115.93 	116.31 	116.60 	116.38 	116.69 	117.04 	116.56 	117.41 	117.72 	118.00 	118.69 	119.39 	119.09 	119.52 	119.44 	119.12 	119.68 	119.64 	119.13 	119.83 	120.16 	120.98 	121.71 	122.09 	122.32 	122.30 	122.35 	122.62 	123.41 	123.27 	124.05 	124.55 	125.14 	125.61 	126.83 	127.58 	128.56 	128.88 	129.12 	129.59 	129.69 	130.78 	130.56 	131.28 	131.80 	133.30 	134.05 	134.84 	135.79 	136.38 	135.97 	136.91 	137.44 	137.73 	138.58 	138.73 	140.16 	141.47 	142.27 	143.10 	143.82 	144.40 	144.38 	145.06 	145.72 	145.18 	145.35 	146.64 	147.26 	148.86 	148.79 	149.65 	150.67 	150.03 	150.91 	150.81 	150.49 	151.01 	150.18 	151.23 	153.09 	153.68 	154.61 	154.92 	155.25 	155.39 	155.98 	155.97 	156.03 	156.78 	156.07 	157.07 	157.72 	158.39 	159.15 	159.72 	160.13 	161.00 	161.09 	160.70 	160.98 	161.59 	160.69 	162.05 	164.08 	164.78 	165.65 	166.67 	166.46 	167.49 	167.70 	167.74 	168.78 	168.38 	169.02 	169.72 	171.24 	172.43 	173.99 	175.55 	176.38 	176.89 	177.29 	179.29 	179.93 	181.05 	181.71 	182.86 	184.62 	185.11 	187.30 	188.21 	189.04 	190.10 	190.27 	191.40 	191.25 	191.54 	192.71 	193.01 	194.61 	195.18 	197.32 	197.77 	198.30 	199.46 	198.51 	198.26 	196.78 	196.86 	195.79 	196.37 	196.85 	198.47 	198.23 	201.01 	200.55 	198.13 	199.34 	198.19 	193.46 	195.48 	193.04 	196.53 	197.23 	196.73 	197.52 	201.50 	200.05 	198.63 	197.82 	199.26 	198.07 	195.90 	194.35 	196.88 
"West South Central
(SA)"	100.00 	99.33 	100.74 	100.66 	100.41 	101.10 	100.52 	100.61 	101.75 	100.96 	101.80 	101.60 	102.25 	102.87 	102.09 	102.85 	102.54 	102.88 	103.23 	103.97 	103.97 	104.98 	106.14 	104.90 	105.30 	105.43 	105.95 	106.64 	106.93 	107.42 	108.13 	108.36 	108.80 	109.63 	109.95 	110.49 	110.58 	110.95 	111.75 	111.62 	112.31 	112.22 	112.33 	112.67 	112.79 	113.01 	113.23 	113.00 	113.56 	113.54 	113.39 	114.77 	114.65 	114.33 	115.11 	115.46 	116.05 	116.01 	116.37 	116.99 	116.99 	117.52 	117.60 	117.70 	117.88 	118.36 	118.20 	118.67 	118.88 	118.82 	119.33 	119.59 	119.58 	119.93 	120.08 	120.60 	120.89 	121.07 	121.35 	121.40 	121.82 	122.31 	123.04 	123.24 	124.52 	124.66 	125.10 	125.10 	126.02 	126.56 	127.46 	127.91 	128.60 	129.22 	129.33 	130.79 	131.11 	131.44 	131.74 	132.67 	133.21 	133.81 	134.57 	135.36 	135.41 	136.47 	137.11 	137.75 	139.21 	138.94 	140.07 	140.72 	141.38 	142.04 	142.53 	143.30 	143.71 	144.57 	145.45 	145.18 	146.10 	146.93 	147.09 	148.03 	147.84 	148.51 	149.38 	148.89 	150.12 	150.32 	150.28 	150.98 	150.98 	151.56 	152.86 	152.84 	153.61 	153.70 	153.98 	154.23 	155.08 	155.48 	155.88 	156.73 	156.89 	157.43 	157.42 	157.63 	158.07 	158.41 	158.89 	159.83 	160.13 	160.18 	160.87 	161.56 	161.41 	162.43 	163.77 	164.15 	164.49 	165.26 	165.18 	166.23 	166.68 	167.14 	168.72 	168.41 	169.70 	170.17 	170.95 	171.89 	172.77 	173.94 	174.92 	175.52 	176.23 	178.52 	179.91 	181.23 	182.46 	183.37 	184.38 	184.65 	186.06 	186.32 	187.21 	188.61 	189.16 	190.35 	191.28 	191.93 	193.75 	193.57 	194.43 	194.76 	196.09 	195.54 	196.08 	197.89 	197.37 	196.96 	196.88 	197.47 	197.15 	196.92 	196.70 	198.09 	197.06 	198.57 	198.06 	196.51 	198.18 	196.74 	193.61 	196.23 	194.73 	197.08 	197.10 	196.30 	196.41 	198.86 	197.38 	196.99 	196.66 	197.72 	198.26 	196.75 	196.30 	197.41 
"USA
(NSA)"	100.00 	100.42 	100.70 	100.76 	100.80 	101.13 	101.01 	101.01 	100.98 	101.13 	101.78 	101.91 	101.93 	102.57 	102.72 	102.57 	102.72 	103.05 	103.23 	103.87 	104.10 	104.27 	104.59 	104.13 	103.82 	103.57 	104.21 	105.04 	105.41 	106.23 	106.21 	106.73 	106.95 	107.07 	107.30 	107.41 	107.51 	107.57 	108.35 	108.92 	109.44 	110.09 	110.27 	110.51 	110.35 	110.47 	110.55 	110.09 	109.95 	110.62 	110.85 	111.52 	111.90 	112.70 	113.11 	113.46 	113.42 	113.33 	113.40 	113.41 	113.59 	113.90 	114.86 	115.30 	116.05 	116.53 	116.85 	116.85 	116.86 	116.76 	116.90 	116.78 	116.73 	117.11 	118.03 	118.67 	119.46 	119.93 	120.23 	120.60 	120.38 	120.84 	120.84 	120.83 	121.00 	122.01 	122.91 	123.68 	124.67 	125.70 	126.04 	126.54 	126.95 	127.15 	127.77 	127.85 	128.34 	128.97 	129.85 	130.89 	132.15 	133.13 	133.72 	134.40 	134.49 	135.18 	135.13 	135.57 	136.76 	136.77 	138.24 	139.43 	140.63 	141.97 	142.64 	143.16 	143.75 	144.19 	144.69 	145.07 	145.70 	146.64 	148.00 	149.29 	150.50 	151.75 	152.53 	153.14 	153.78 	154.18 	154.28 	154.96 	155.48 	156.39 	157.77 	159.06 	160.75 	162.24 	163.29 	164.15 	165.04 	165.69 	166.18 	166.90 	167.39 	168.47 	169.72 	171.09 	172.66 	174.06 	175.43 	176.39 	177.37 	177.88 	178.72 	179.79 	180.39 	181.85 	183.51 	185.10 	187.43 	189.61 	191.18 	192.23 	193.13 	194.24 	195.45 	196.60 	196.90 	198.15 	200.98 	203.08 	205.57 	207.57 	209.32 	210.23 	211.95 	212.53 	213.50 	214.24 	215.02 	215.49 	217.35 	218.64 	220.05 	220.86 	221.00 	221.12 	221.05 	221.14 	220.76 	220.48 	220.72 	221.43 	223.27 	224.61 	225.01 	225.43 	224.15 	223.49 	221.97 	220.01 	217.93 	216.36 	213.46 	214.75 	214.20 	213.62 	213.21 	212.94 	211.07 	208.46 	205.93 	203.28 	198.77 	197.70 	198.86 	200.12 	198.67 	198.90 	200.90 	202.18 	202.40 	200.63 	199.29 	199.10 	198.99 	193.74 	192.36 	193.29 
"USA
(SA)"	100.00 	100.28 	100.42 	100.44 	100.31 	100.35 	100.26 	100.25 	100.43 	100.71 	101.38 	101.77 	101.99 	102.47 	102.47 	102.21 	102.23 	102.23 	102.49 	103.07 	103.49 	103.80 	104.15 	104.00 	103.94 	103.56 	104.00 	104.66 	104.90 	105.35 	105.42 	105.87 	106.28 	106.55 	106.86 	107.33 	107.71 	107.65 	108.17 	108.51 	108.85 	109.12 	109.37 	109.57 	109.63 	109.91 	110.14 	110.06 	110.22 	110.80 	110.70 	111.10 	111.21 	111.64 	112.09 	112.45 	112.69 	112.77 	113.04 	113.45 	113.91 	114.12 	114.73 	114.86 	115.26 	115.38 	115.72 	115.79 	116.12 	116.21 	116.60 	116.88 	117.07 	117.34 	117.88 	118.20 	118.59 	118.70 	119.03 	119.50 	119.62 	120.29 	120.57 	120.96 	121.34 	122.25 	122.76 	123.18 	123.74 	124.39 	124.78 	125.39 	126.16 	126.57 	127.51 	127.98 	128.67 	129.22 	129.69 	130.37 	131.16 	131.73 	132.39 	133.19 	133.62 	134.55 	134.86 	135.68 	137.08 	137.03 	138.10 	138.89 	139.60 	140.50 	141.22 	141.87 	142.77 	143.49 	144.42 	145.14 	146.04 	146.91 	147.86 	148.76 	149.43 	150.19 	150.99 	151.77 	152.67 	153.41 	153.99 	154.97 	155.86 	156.70 	157.63 	158.53 	159.61 	160.62 	161.60 	162.69 	163.79 	164.86 	165.87 	166.87 	167.86 	168.84 	169.56 	170.53 	171.39 	172.31 	173.58 	174.82 	175.99 	177.00 	178.39 	179.77 	180.98 	182.29 	183.32 	184.43 	185.95 	187.63 	189.11 	190.49 	191.63 	193.32 	195.14 	196.71 	197.73 	198.67 	200.73 	202.25 	203.81 	205.21 	206.94 	208.26 	210.34 	211.59 	213.27 	214.62 	216.16 	216.06 	217.06 	217.62 	217.98 	218.09 	218.30 	218.95 	219.39 	220.22 	220.65 	221.24 	222.17 	222.01 	222.98 	223.46 	222.74 	222.33 	221.17 	221.19 	220.34 	219.14 	217.91 	217.52 	215.10 	215.30 	213.94 	212.46 	210.91 	209.78 	208.05 	206.19 	204.40 	202.49 	198.78 	199.04 	200.56 	200.60 	198.43 	197.78 	198.67 	199.01 	199.32 	198.33 	197.77 	198.31 	199.00 	195.20 	194.07 	193.71 
